Geneid,Gene Type,Product Description,BD,BD.1,BD.2,BP,BP.1,BP.2,DA,DA.1,DA.2,DD,DD.1,DD.2,DP,DP.1,DP.2
AGAP007111,protein coding gene,uracil phosphoribosyltransferase,1168,1234,931,1038,1329,946,1345,2057,1603,1263,2076,1261,555,378,619
AGAP007112,protein coding gene,Pescadillo homolog [Source:UniProtKB/Swiss-Prot;Acc:Q7QIX1],3053,2466,1991,2182,2170,2307,1431,2559,774,2421,2359,2205,2109,1377,1820
AGAP007113,protein coding gene,1-acyl-sn-glycerol-3-phosphate acyltransferase gamma,3299,2641,2447,2813,2440,2640,2424,4017,2155,3558,3556,2967,2407,1613,2470
AGAP007114,protein coding gene,RING finger and CCCH-type zinc finger domain-containing protein,4109,3444,3125,3918,3586,3324,3024,4173,2550,3731,4955,3064,2478,1711,2388
AGAP007115,protein coding gene,unspecified product,269,274,201,250,274,220,170,267,111,310,339,220,149,128,166
AGAP007116,protein coding gene,unspecified product,600,488,427,473,286,473,428,680,191,601,638,417,359,306,395
AGAP007117,protein coding gene,unspecified product,338,225,221,183,200,196,97,255,45,280,234,251,136,99,207
AGAP007118,protein coding gene,unspecified product,1398,955,898,876,726,853,640,1250,492,851,813,806,811,470,703
AGAP007119,protein coding gene,"Sideroflexin 1,2,3",2931,2251,2318,2272,2259,1982,697,2932,497,2222,2132,2384,1369,1346,1757
AGAP007120,protein coding gene,nucleoside-diphosphate kinase,9966,8092,6543,6169,5258,6742,4944,8894,2661,7850,7070,6877,4163,3837,5749
AGAP007121,protein coding gene,cytochrome b5 protein,4573,3452,2932,5112,4894,4886,4078,5603,4483,3560,4378,3232,3554,2465,3039
AGAP007122,protein coding gene,"tubulin, alpha 1",331,137,95,145,131,155,99,291,42,415,317,316,168,131,295
AGAP007123,protein coding gene,sarcosine dehydrogenase,744,476,399,506,452,528,172,439,136,967,525,330,549,688,863
AGAP007124,protein coding gene,unspecified product,94,55,47,53,54,68,34,38,23,75,44,55,51,25,35
AGAP007125,protein coding gene,glutamate-rich WD repeat-containing protein 1,669,596,478,609,607,573,482,713,252,760,718,659,465,401,569
AGAP007126,protein coding gene,DNA mismatch repair protein PMS2,179,138,100,116,83,133,86,134,28,139,131,111,83,74,89
AGAP007127,protein coding gene,regulator of G-protein signaling,2064,1794,1856,2363,1692,2056,1748,1968,2239,1489,1413,1085,1322,849,1014
AGAP007128,protein coding gene,Ribosome biogenesis protein BOP1 homolog [Source:UniProtKB/Swiss-Prot;Acc:Q7PTC5],903,776,545,628,468,655,391,765,315,755,621,641,657,446,591
AGAP007130,protein coding gene,protein-tyrosine phosphatase,1857,1257,1334,1216,1152,1338,896,1519,601,1324,1451,1238,781,517,818
AGAP007131,protein coding gene,AP-2 complex subunit mu-1,2593,2099,1778,1845,1631,1846,1451,2435,883,2015,2364,1788,1158,870,1375
AGAP007133,protein coding gene,unspecified product,2395,1949,1915,2484,1941,2129,1732,2161,1854,1696,1848,1511,1437,1035,1221
AGAP007134,protein coding gene,Elongation of very long chain fatty acids protein [Source:UniProtKB/TrEMBL;Acc:Q7QIY7],38,28,48,30,16,40,32,28,14,71,207,26,20,5,23
AGAP007135,protein coding gene,tripartite motif-containing protein 71,4902,4743,5164,3264,3438,3989,1653,4281,1026,5159,5134,3917,2654,2252,3041
AGAP007136,protein coding gene,putative serotonin 5HT-1a receptor,657,605,573,572,493,591,290,572,179,377,401,408,368,212,322
AGAP007137,protein coding gene,unspecified product,1541,1484,1428,1431,1144,1231,1037,1611,1545,1029,1309,1118,906,688,793
AGAP007138,protein coding gene,Wurst,87,62,63,249,157,129,49,78,26,78,101,54,88,81,148
AGAP007139,protein coding gene,Ser/Thr protein phosphatase/nucleotidase,5,7,3,3,6,6,1,5,1,11,9,12,6,3,10
AGAP007140,protein coding gene,Ser/Thr protein phosphatase/nucleotidase,226,147,132,173,212,139,77,294,50,203,252,235,271,109,261
AGAP007141,protein coding gene,Serine-type enodpeptidase,0,0,1,0,0,0,1,3,1,5,2,1,0,0,5
AGAP007142,protein coding gene,Serine-type enodpeptidase,240,148,148,88,120,91,38,417,39,516,541,234,42,51,52
AGAP007143,protein coding gene,unspecified product,1681,1508,1222,1263,1300,1192,765,1510,394,1475,1463,1418,804,648,919
AGAP007144,protein coding gene,unspecified product,2,2,4,2,1,0,0,1,2,2,4,2,1,0,3
AGAP007145,protein coding gene,unspecified product,515,480,350,517,399,414,246,518,124,456,490,428,350,291,421
AGAP007146,protein coding gene,unspecified product,743,588,765,859,732,672,588,958,319,694,812,658,416,295,501
AGAP007147,protein coding gene,exosome complex protein LRP1,126,129,97,132,115,121,160,185,70,160,144,144,119,79,85
AGAP007148,protein coding gene,unspecified product,0,10,1,0,0,0,0,1,0,1,0,0,0,4,3
AGAP007149,protein coding gene,unspecified product,2,3,1,3,5,4,1,4,0,1,2,2,1,0,3
AGAP007150,protein coding gene,unspecified product,0,3,2,0,0,0,0,1,0,0,0,1,0,0,0
AGAP007151,protein coding gene,unspecified product,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AGAP007152,protein coding gene,unspecified product,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
AGAP007153,protein coding gene,unspecified product,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
AGAP007154,protein coding gene,unspecified product,0,4,0,1,0,0,0,0,0,0,0,0,0,3,0
AGAP007155,protein coding gene,unspecified product,2,0,0,1,0,1,1,2,0,1,0,1,0,0,2
AGAP007156,protein coding gene,unspecified product,6,12,2,4,4,1,2,3,2,4,4,2,0,1,4
AGAP007157,protein coding gene,40S ribosomal protein S27 [Source:UniProtKB/TrEMBL;Acc:Q7PT96],18777,19279,15449,15960,15667,15286,13132,23047,8179,18173,18608,16551,9578,8876,9838
AGAP007158,protein coding gene,alpha-crystallin B chain,4,4,2,6,4,4,12,18,4,16,13,21,5,6,2
AGAP007159,protein coding gene,alpha-crystallin B chain,4,7,1,1,1,4,5,17,1,21,17,12,7,7,1
AGAP007160,protein coding gene,alpha-crystallin chain B,3603,3050,3286,3340,2719,3265,1096,2414,942,1278,1839,2352,1354,1004,1894
AGAP007161,protein coding gene,alpha-crystallin chain A,674,555,538,467,405,751,300,562,207,629,771,498,345,340,530
AGAP007162,protein coding gene,alpha-crystallin chain A,3356,3245,2838,2653,2485,3709,1203,3095,431,4052,3839,3048,1995,1911,2199
AGAP007163,protein coding gene,"3',5'-cyclic-nucleotide phosphodiesterase",2386,2042,1811,2116,2127,1776,1214,2671,491,1898,2994,2240,1262,902,1439
AGAP007164,protein coding gene,unspecified product,5,8,4,15,2,2,5,4,2,3,6,2,4,3,3
AGAP007165,protein coding gene,Late trypsin,314,90,172,15,2,118,33,143,2,214,41,62,3,3,15
AGAP007166,protein coding gene,Lethal(2)denticleless,415,330,295,274,277,244,180,316,122,343,295,267,186,141,225
AGAP007167,protein coding gene,unspecified product,295,315,234,246,273,185,132,273,66,255,253,230,179,174,217
AGAP007168,protein coding gene,"alpha-1,3-mannosyltransferase",319,244,160,197,162,198,109,232,51,248,250,171,115,112,128
AGAP007169,protein coding gene,sestrin,5170,4791,4420,3648,3161,4501,3523,4044,2568,7455,9411,3203,2418,2313,2702
AGAP007170,protein coding gene,unspecified product,9,15,15,8,12,23,30,13,5,40,56,20,10,11,20
AGAP007171,protein coding gene,unspecified product,2,2,0,0,2,0,0,3,2,4,8,2,1,2,1
AGAP007172,protein coding gene,translation initiation factor 4E,3643,2921,2383,2864,2275,3422,2313,4056,2167,3365,3395,2635,2100,1437,1982
AGAP007173,protein coding gene,IMD pathway signalling Fas-Associated Death Domain  (FADD).,39,29,16,29,23,27,13,32,9,39,37,37,21,11,27
AGAP007174,protein coding gene,E3 ubiquitin-protein ligase MARCH1/8,2974,2797,2277,2306,2071,1886,2561,4197,1549,2271,3987,2848,1462,1255,1452
AGAP007175,protein coding gene,Phosphatidate cytidylyltransferase [Source:UniProtKB/TrEMBL;Acc:Q7QJ08],2347,2561,2028,1788,1797,1447,1450,2406,933,2839,3649,2403,892,887,1215
AGAP007176,protein coding gene,unspecified product,492,441,377,302,306,367,183,462,58,379,488,356,215,174,300
AGAP007177,protein coding gene,spaetzle-like cytokine 5,4,0,1,2,0,3,1,2,1,2,5,5,3,1,5
AGAP007178,protein coding gene,CXXC-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4GUE1],259,218,218,240,248,211,306,356,293,215,228,215,219,166,212
AGAP007180,protein coding gene,Tet_JBP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4GV20],2713,2207,2427,2011,1777,2063,1488,2521,1302,1553,2505,1546,1554,991,1164
AGAP007181,protein coding gene,supervillin,6247,5312,5113,5515,5003,5009,4382,6423,3397,5637,6635,5435,3967,2655,3503
AGAP007182,protein coding gene,unspecified product,0,1,1,1,0,2,1,1,0,1,1,0,0,0,1
AGAP007187,protein coding gene,unspecified product,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
AGAP007188,protein coding gene,unspecified product,2,1,2,0,0,1,0,1,0,0,0,0,0,0,0
AGAP007189,protein coding gene,unspecified product,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0
AGAP007190,protein coding gene,unspecified product,2,0,3,0,0,1,0,3,1,0,0,0,1,0,0
AGAP007191,protein coding gene,unspecified product,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGAP007192,protein coding gene,unspecified product,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AGAP007193,protein coding gene,unspecified product,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGAP007194,protein coding gene,unspecified product,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AGAP007195,protein coding gene,unspecified product,7,7,7,8,7,5,2,10,2,3,3,3,5,7,3
AGAP007196,protein coding gene,unspecified product,8,10,8,17,19,8,7,9,10,14,14,12,11,3,8
AGAP007197,protein coding gene,Niemann-Pick Type C-2,26,22,19,17,17,14,0,23,2,20,30,28,10,14,11
AGAP007198,protein coding gene,unspecified product,4184,3472,3452,3164,3080,3691,2265,4398,2112,3223,4039,3084,2531,1735,2017
AGAP007199,protein coding gene,Antimicrobial peptide defensin 3 [Source:UniProtKB/Swiss-Prot;Acc:Q5TWR9],6,3,5,2,1,4,6,2,3,2,3,5,6,2,4
AGAP007200,protein coding gene,defensin anti-microbial peptide,3,4,2,3,2,2,1,3,1,4,5,6,1,0,2
AGAP007201,protein coding gene,thioredoxin,1748,2151,1800,1705,1671,1835,1007,2230,773,1645,963,1496,1026,911,1384
AGAP007202,protein coding gene,unspecified product,927,816,643,927,534,729,1233,1499,1003,1138,970,809,909,674,730
AGAP007203,protein coding gene,DE-cadherin,3508,3035,2887,2944,2743,3160,3180,3224,1645,4872,6203,2900,1610,1359,1821
AGAP007204,protein coding gene,E3 ubiquitin-protein ligase MARCH6,2661,2315,2048,1601,1704,1833,853,2119,557,2124,2163,1866,1428,1072,1708
AGAP007205,protein coding gene,RAT1-interacting protein,59,60,53,68,47,39,44,48,34,54,50,49,36,44,35
AGAP007206,protein coding gene,unspecified product,499,481,345,375,335,393,163,401,99,261,226,254,243,246,264
AGAP007207,protein coding gene,unspecified product,311,288,261,221,268,279,172,261,49,483,608,233,109,127,140
AGAP007208,protein coding gene,NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 11,3738,3370,3321,2357,2880,2820,965,2973,410,2550,2620,2638,1811,1437,2350
AGAP007209,protein coding gene,Tetraspanin [Source:UniProtKB/TrEMBL;Acc:Q7PTA7],5571,5259,4768,4552,4527,5128,4376,6475,4941,6514,8474,4922,3106,2658,3745
AGAP007210,protein coding gene,Tetraspanin [Source:UniProtKB/TrEMBL;Acc:Q7QJ21],357,293,304,279,233,255,194,344,96,290,498,266,193,134,214
AGAP007211,protein coding gene,RNA (guanine-9-)-methyltransferase domain-containing protein 1,464,444,346,572,470,423,383,540,251,446,333,366,312,268,314
AGAP007212,protein coding gene,ATP-dependent RNA helicase DHX8/PRP22,771,624,491,522,461,527,401,769,257,628,697,542,337,279,389
AGAP007213,protein coding gene,mitogen-activated protein-binding protein-interacting protein,142,118,98,103,83,87,45,92,29,115,146,121,50,46,92
AGAP007214,protein coding gene,unspecified product,1,3,6,3,2,1,1,0,1,0,4,1,1,1,1
AGAP007215,protein coding gene,phosphoacetylglucosamine mutase,356,266,254,194,168,213,116,245,65,219,283,179,132,84,126
AGAP007216,protein coding gene,DE-cadherin,75,59,77,56,78,51,42,41,9,112,123,107,19,43,31
AGAP007217,protein coding gene,pre-mRNA-processing factor 19,589,466,353,287,279,439,246,434,119,531,638,407,187,205,286
AGAP007218,protein coding gene,"eukaryotic translation initiation factor 2, subunit 2 beta",2229,2015,1678,1717,1514,1877,2013,2871,1687,2639,2830,1630,1048,857,1086
AGAP007219,protein coding gene,unspecified product,52,38,31,23,18,28,17,24,5,48,42,31,15,9,18
AGAP007222,ncRNA gene,unspecified product,0,0,0,0,2,1,2,2,0,0,0,2,0,0,0
AGAP007223,protein coding gene,unspecified product,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGAP007224,protein coding gene,unspecified product,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGAP007225,protein coding gene,unspecified product,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
AGAP007226,protein coding gene,unspecified product,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0
AGAP007227,protein coding gene,unspecified product,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AGAP007228,protein coding gene,unspecified product,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGAP007229,protein coding gene,unspecified product,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AGAP007230,protein coding gene,unspecified product,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
AGAP007231,protein coding gene,unspecified product,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGAP007232,protein coding gene,unspecified product,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGAP007233,protein coding gene,unspecified product,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGAP007234,protein coding gene,unspecified product,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGAP007235,protein coding gene,unspecified product,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGAP007236,protein coding gene,unspecified product,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGAP007237,protein coding gene,Heme peroxidase 4 [Source:UniProtKB/TrEMBL;Acc:A0A1S4GUJ9],1502,1730,1565,988,933,1345,544,1263,312,1211,1160,1204,760,667,822
AGAP007238,protein coding gene,acyl-coenzyme A thioesterase 13,527,426,482,422,516,514,369,422,334,292,346,276,292,235,307
AGAP007239,protein coding gene,unspecified product,116,118,78,94,63,89,38,110,15,152,92,80,64,52,76
AGAP007240,protein coding gene,"Enkurin, TRPC channel interacting protein",10,3,5,7,8,8,5,9,3,11,5,13,6,6,10
AGAP007241,protein coding gene,unspecified product,15,4,13,12,13,15,12,16,10,11,12,9,13,4,4
AGAP007242,protein coding gene,cleavage and polyadenylation specificity factor subunit 5,603,448,343,487,317,431,492,591,299,654,594,473,237,232,317
AGAP007243,protein coding gene,26S proteasome regulatory subunit T6,1202,1207,1051,775,853,953,623,1441,331,1073,1283,1114,563,564,808
AGAP007244,protein coding gene,Ribosome biogenesis protein WDR12 homolog [Source:UniProtKB/Swiss-Prot;Acc:Q7QJ33],780,691,549,665,691,649,434,754,223,852,759,597,516,469,640
AGAP007245,protein coding gene,unspecified product,68,56,59,61,45,61,46,73,22,75,77,64,30,29,37
AGAP007246,protein coding gene,small nuclear ribonucleoprotein D1,63,66,46,61,41,34,37,47,28,54,66,45,28,35,33
AGAP007247,protein coding gene,hippocalcin-like protein 1,1441,1192,1245,1483,1098,1243,1027,1510,846,1163,1505,993,912,582,642
AGAP007248,protein coding gene,neuronal calcium sensor 2,528,484,477,473,421,506,319,465,175,306,392,353,293,242,257
AGAP007249,protein coding gene,protein flightin,1473,1164,1342,1056,1201,980,739,1545,697,1261,1591,1248,756,626,921
AGAP007250,protein coding gene,unspecified product,1622,1217,1595,915,700,1592,512,1040,288,746,1474,804,684,448,714
AGAP007251,protein coding gene,Peptidase S1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q7QJ44],10,18,9,14,10,10,5,7,1,10,14,11,12,3,10
AGAP007252,protein coding gene,Peptidase S1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q7QJ37],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGAP007253,protein coding gene,unspecified product,2522,2216,2151,1727,1793,1980,1034,2161,724,1977,2650,2111,1254,830,1276
AGAP007254,protein coding gene,ribosome biogenesis protein UTP30,908,746,531,836,680,777,510,1048,247,875,977,653,630,549,652
AGAP007255,protein coding gene,unspecified product,299,281,287,225,244,214,188,310,67,290,415,271,117,114,126
AGAP007256,protein coding gene,Multiple epidermal growth factor-like domains 10,2556,2524,2498,1927,1870,1931,2521,3074,1470,2677,4896,2205,1184,911,1154
AGAP007257,protein coding gene,THAP-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4GVA5],955,951,828,1487,1099,932,1436,1061,773,1158,2599,785,756,502,707
AGAP007258,protein coding gene,aconitate hydratase 1 / homoaconitase,2303,1939,1824,1313,1292,1350,786,2006,291,2299,1936,1725,1070,913,1391
AGAP007259,protein coding gene,TMEM9 protein,1170,1116,940,1056,930,980,777,1312,619,1151,1200,954,575,534,747
AGAP007261,ncRNA gene,unspecified product,5,0,1,5,5,1,5,5,0,3,4,2,2,1,2
AGAP007262,protein coding gene,chymotrypsin-like protease,1,1,2,1,1,2,1,1,0,1,9,0,1,0,5
AGAP007263,protein coding gene,unspecified product,5,1,3,8,9,3,2,3,1,4,6,2,2,1,0
AGAP007264,protein coding gene,elongation of very long chain fatty acids protein 4,391,563,486,446,381,484,232,667,98,876,883,680,243,265,239
AGAP007265,protein coding gene,unspecified product,13,16,11,11,14,9,11,21,15,16,5,12,6,6,4
AGAP007266,protein coding gene,"solute carrier family 25, member",2,3,1,9,15,0,3,5,1,6,13,12,3,1,6
AGAP007267,ncRNA gene,unspecified product,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
AGAP007268,ncRNA gene,unspecified product,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
AGAP007269,protein coding gene,unspecified product,4,6,2,5,1,6,1,8,1,6,3,4,5,3,5
AGAP007270,protein coding gene,unspecified product,1,4,0,4,1,0,0,0,0,0,1,2,1,0,3
AGAP007271,protein coding gene,unspecified product,2,6,0,2,1,6,0,4,0,5,2,1,5,1,0
AGAP007272,protein coding gene,unspecified product,3,3,1,6,1,3,1,2,2,3,3,3,0,3,4
AGAP007273,protein coding gene,unspecified product,0,3,1,7,1,1,0,1,0,1,2,0,0,1,1
AGAP007274,protein coding gene,unspecified product,4,4,2,4,1,1,0,3,0,1,1,1,0,0,0
AGAP007275,protein coding gene,unspecified product,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0
AGAP007276,protein coding gene,unspecified product,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGAP007278,protein coding gene,unspecified product,232,181,247,110,78,176,93,204,99,125,164,130,50,57,84
AGAP007279,protein coding gene,SP-RING-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4GUP6],804,735,719,1040,764,947,805,823,657,569,873,510,663,474,570
AGAP007280,protein coding gene,Peptidase S1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q7QJ48],79,25,52,56,72,59,23,46,2,51,23,23,15,32,33
AGAP007281,protein coding gene,odorant-binding protein 63,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AGAP007282,protein coding gene,odorant-binding protein 64,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AGAP007283,protein coding gene,odorant-binding protein 70,0,2,0,0,1,1,1,0,0,0,0,1,0,0,0
AGAP007284,protein coding gene,unspecified product,147,132,125,96,112,76,104,166,23,171,201,157,49,42,53
AGAP007285,protein coding gene,alpha-L-fucosidase,399,354,217,165,151,158,108,245,28,441,181,228,169,110,194
AGAP007286,protein coding gene,odorant-binding protein 48,1206,936,935,803,1115,964,733,1364,723,654,959,635,649,412,584
AGAP007287,protein coding gene,odorant-binding protein 47,229,216,183,124,224,171,116,231,67,98,220,140,79,72,86
